city,name,context,filename,ratio
다낭,다낭 국제공항,"Da Nang International Airport (DAD), Da Nang, Vietnam · passenger terminal / airport exterior",airport.jpg,16:9
다낭,다낭역,"Da Nang Railway Station (Ga Da Nang), Hai Chau District, Da Nang, Vietnam · main station building",station.jpg,16:9
다낭,다낭박물관,"Da Nang Museum, Hai Chau District, Da Nang, Vietnam · city history museum building",museum.jpg,16:9
다낭,꼰시장,"Cho Con / Con Market, Hai Chau District, Da Nang, Vietnam · main market entrance and CHO CON signage",conmarket.jpg,16:9
다낭,AEON MALL,"AEON MALL Da Nang Thanh Khe, Thanh Khe District, Da Nang, Vietnam · exact shopping mall exterior",aeon.jpg,16:9
다낭,선짜 야시장,"Son Tra Night Market, near Dragon Bridge east bank, Son Tra District, Da Nang, Vietnam · night market entrance",night.jpg,16:9
다낭,GO! Da Nang,"GO! Da Nang / former Big C at Vinh Trung Plaza, Hung Vuong area, Da Nang, Vietnam · supermarket exterior",go.jpg,16:9
다낭,참조각박물관,"Museum of Cham Sculpture, Hai Chau District, Da Nang, Vietnam · distinctive yellow museum building",cham.jpg,16:9
다낭,용다리,"Dragon Bridge (Cau Rong), Han River, Da Nang, Vietnam · yellow dragon-shaped bridge",dragon.jpg,16:9
다낭,Mỳ Quảng Cô Sáu,"My Quang Co Sau, Da Nang, Vietnam · exact local noodle restaurant storefront",miquang.jpg,16:9
다낭,Bánh Xèo Bà Dưỡng,"Banh Xeo Ba Duong, Hoang Dieu alley area, Hai Chau District, Da Nang, Vietnam · exact restaurant entrance",banhxeo.jpg,16:9
꾸이년,Diêu Trì Railway Station,"Dieu Tri Railway Station (Ga Dieu Tri), Tuy Phuoc District, Binh Dinh Province, Vietnam · main station building",dieutri.jpg,16:9
꾸이년,Eo Gió,"Eo Gio, Nhon Ly commune, Quy Nhon, Binh Dinh, Vietnam · coastal cliffs and seaside walkway",eogio.jpg,16:9
꾸이년,Kỳ Co Beach,"Ky Co Beach, Nhon Ly peninsula, Quy Nhon, Binh Dinh, Vietnam · turquoise beach and surrounding cliffs",kyco.jpg,16:9
꾸이년,Ghềnh Ráng,"Ghenh Rang scenic area, Ghenh Rang ward, Quy Nhon, Binh Dinh, Vietnam · coastal rocks / Queen Beach area",ghenhrang.jpg,16:9
꾸이년,Tháp Đôi,"Thap Doi / Twin Cham Towers, Quy Nhon, Binh Dinh, Vietnam · pair of red-brick Cham towers",thapdoi.jpg,16:9
꾸이년,Bánh Ít Cham Towers,"Banh It Cham Towers (Yang M'Tian), Tuy Phuoc District, Binh Dinh Province, Vietnam · hilltop Cham tower complex",banhit.jpg,16:9
꾸이년,Hòn Khô,"Hon Kho Island, Nhon Hai commune, Quy Nhon, Binh Dinh, Vietnam · rocky island and clear coastal water",honko.jpg,16:9
꾸이년,Bãi Xép Quy Nhơn,"Bai Xep beach village, south of Quy Nhon, Binh Dinh, Vietnam · fishing village and beach",baixep.jpg,16:9
꾸이년,Gành Đá Đĩa,"Ganh Da Dia / Sea Cliff of Stone Plates, An Ninh Dong, Tuy An District, Phu Yen, Vietnam · basalt column coastline",ganhdadia.jpg,16:9
꾸이년,Ô Loan Lagoon,"O Loan Lagoon, Tuy An District, Phu Yen Province, Vietnam · broad coastal lagoon landscape",oloan.jpg,16:9
꾸이년,Nhà Hàng Cá Khói,"Nha Hang Ca Khoi, Quy Nhon, Binh Dinh, Vietnam · exact restaurant exterior/signage",cakhoi.jpg,16:9
꾸이년,Ngô Văn Sở Food Street,"Ngo Van So Food Street, Quy Nhon city center, Binh Dinh, Vietnam · street-food area/signage",foodstreet.jpg,16:9
꾸이년,Tree Hugger,"Tree Hugger crafts cafe & stay, Quy Nhon, Binh Dinh, Vietnam · exact cafe storefront/signage",treehugger.jpg,16:9
꾸이년,Chợ Khu 2 / Market 2,"Cho Khu 2 / Market 2, Quy Nhon, Binh Dinh, Vietnam · local market entrance/signage",market2.jpg,16:9
꾸이년,Chợ Đầm,"Cho Dam Quy Nhon, Quy Nhon, Binh Dinh, Vietnam · exact local market entrance",chodam.jpg,16:9
꾸이년,Gold Laundry,"Gold Laundry Quy Nhon, Binh Dinh, Vietnam · exact laundry storefront/signage",gold.jpg,16:9
꾸이년,APEC Mandala Phú Yên,"APEC Mandala Phu Yen, Tuy Hoa, Phu Yen, Vietnam · high-rise hotel/apartment tower complex",apec.jpg,16:9
뚜이호아,Nhạn Tower,"Nhan Tower / Thap Nhan, Nhan Mountain, Tuy Hoa, Phu Yen, Vietnam · ancient Cham tower on hill",thapnhan.jpg,16:9
뚜이호아,Gành Đá Đĩa,"Ganh Da Dia / Sea Cliff of Stone Plates, An Ninh Dong, Tuy An District, Phu Yen, Vietnam · basalt column coastline",ganhdadia.jpg,16:9
뚜이호아,Ô Loan Lagoon,"O Loan Lagoon, Tuy An District, Phu Yen Province, Vietnam · broad coastal lagoon landscape",oloan.jpg,16:9
뚜이호아,Vũng Rô Bay,"Vung Ro Bay, Dong Hoa District, Phu Yen, Vietnam · mountain-enclosed bay and fishing boats",vungro.jpg,16:9
뚜이호아,Tuy Hòa Beach,"Tuy Hoa Beach, central Tuy Hoa seafront, Phu Yen, Vietnam · long sandy urban beach",tuyhoabeach.jpg,16:9
뚜이호아,Tuy Hòa Market / Chợ Tuy Hòa,"Cho Tuy Hoa / Tuy Hoa Market, Tuy Hoa city center, Phu Yen, Vietnam · main market entrance",tuyhoamarket.jpg,16:9
뚜이호아,WinMart Tuy Hòa,"WinMart Tuy Hoa, Tuy Hoa, Phu Yen, Vietnam · exact WinMart supermarket branch",winmarttuyhoa.jpg,16:9
